Imatest,2021.1.7, Evaluation, Multicharts
File,with_filter.ARW
Run date,31-Oct-2021 15:10:49,,Build 2021-10-22
Color space,sRGB
Reference,X-Rite default old: Color space Wt Pt
Pixel offset,0

Gamma, 0.563
mean patch size pxls, 583, 583
Exposure error, -0.799,f-stops

'Densities' are -log10(normalized pixel levels) for Y R G and B channels; RGBY means in pixels (max 255). (for Dynamic Range) 
Zone,(-)Log(exp),Y-density,R-density,G-density,B-density,Y-mean, R-mean, G-mean, B-mean, WB Err Deg,WB Err Mired,WB ERR S(HSV),WB Delta-C ab,WB Delta-C 94,WB Delta-C 00
19,  0.0395,  0.4692,  0.5098,  0.4517,  0.5379,  86.6,  78.8,  90.1,  73.9,  -474,  12.1, 0.180,  9.72,  9.11,  9.30
20,  0.2294,  0.5445,  0.5893,  0.5265,  0.6067,  72.8,  65.7,  75.9,  63.1,  -344,   8.6, 0.169,  9.07,  8.83,  8.97
21,  0.4395,  0.6408,  0.6906,  0.6212,  0.7054,  58.3,  52.0,  61.0,  50.3,  -308,   7.7, 0.176,  8.07,  7.82,  8.18
22,  0.7176,  0.7940,  0.8444,  0.7734,  0.8693,  41.0,  36.5,  43.0,  34.5,  -395,   9.9, 0.198,  6.87,  6.80,  7.36
23,  1.0534,  1.0065,  1.0774,  0.9807,  1.0829,  25.1,  21.3,  26.7,  21.1,  -192,   4.7, 0.210,  5.64,  5.46,  6.23
24,  1.5074,  1.3718,  1.4582,  1.3395,  1.4874,  10.8,   8.9,  11.7,   8.3,  -312,   7.8, 0.289,  2.38,  2.34,  2.68

Color Matrix-corrected RGB and White Balance results
Zone,(-)Log(exp), ,R-density,G-density,B-density, , R-mean, G-mean, B-mean, WB Err Deg,WB Err Mired,WB ERR S(HSV),WB Delta-C ab,WB Delta-C 94,WB Delta-C 00
19,  0.0395,,  0.1103,  0.1159,  0.1216,, 197.8, 195.3, 192.7,  -225,   5.5, 0.026,  1.14,  1.12,  1.67
20,  0.2294,,  0.1469,  0.1493,  0.1517,, 181.8, 180.8, 179.8,   -96,   2.3, 0.011,  1.16,  1.15,  1.42
21,  0.4395,,  0.1942,  0.1912,  0.1963,, 163.1, 164.2, 162.3,   -50,   1.2, 0.012,  1.27,  1.25,  1.25
22,  0.7176,,  0.2649,  0.2600,  0.2718,, 138.6, 140.1, 136.4,  -150,   3.6, 0.027,  2.40,  2.38,  2.64
23,  1.0534,,  0.3755,  0.3504,  0.3668,, 107.4, 113.8, 109.6,   106,  -2.5, 0.056,  4.10,  3.98,  4.86
24,  1.5074,,  0.5550,  0.5099,  0.5529,,  71.1,  78.8,  71.4,   -62,   1.5, 0.099,  6.46,  6.27,  7.26

Noise (normalized to maximum) and f-stop noise and SNR (scene-referenced). For Dynamic Range (post-processor).
,Noise norml to 1.5 density range (B-E);,,,,Noise normalized to maximum (F-I);,,,,,f-stop noise (scene-referenced) (K-N);,,,,f-stop Signal/Noise (scene-ref) (O-R)
Zone,Y-noise,R-noise,G-noise,B-noise,Y-noise,R-noise,G-noise,B-noise,,Y-fstopN,R-fstopN,G-fstopN,B-fstopN,Y-fst_S/N,R-fst_S/N,G-fst_S/N,B-fst_S/N
19,   0.000,  0.000,  0.000,  0.000,   0.292,  0.623,  0.330,  0.474,,   0.0340,  0.0727,  0.0385,  0.0553,    29.38,   13.75,   25.96,   18.09
20,   0.000,  0.000,  0.000,  0.000,   0.307,  0.665,  0.345,  0.487,,   0.0369,  0.0798,  0.0414,  0.0584,    27.12,   12.54,   24.13,   17.13
21,   0.000,  0.000,  0.000,  0.000,   0.320,  0.702,  0.358,  0.509,,   0.0417,  0.0914,  0.0466,  0.0662,    24.00,   10.94,   21.44,   15.10
22,   0.000,  0.000,  0.000,  0.000,   0.339,  0.765,  0.378,  0.552,,   0.0530,  0.1198,  0.0592,  0.0865,    18.85,    8.34,   16.90,   11.56
23,   0.000,  0.000,  0.000,  0.000,   0.382,  0.921,  0.417,  0.609,,   0.0847,  0.2045,  0.0925,  0.1352,    11.81,    4.89,   10.81,    7.40
24,   0.000,  0.000,  0.000,  0.000,   0.465,  1.109,  0.524,  0.722,,   0.1251,  0.2985,  0.1410,  0.1944,     8.00,    3.35,    7.09,    5.14

S/N (signal/noise) and SNR(dB) (20*log10(signal/noise)) for each grayscale patch
Zone,Y-S/N,R-S/N,G-S/N,B-S/N,Y-SNR(dB),R-SNR(dB),G-SNR(dB),B-SNR(dB),Lux (patch)
19, 116.39,  49.61, 107.09,  61.17,  41.32,  33.91,  40.59,  35.73
20,  92.83,  38.72,  86.13,  50.82,  39.35,  31.76,  38.70,  34.12
21,  71.40,  29.03,  66.73,  38.70,  37.07,  29.26,  36.49,  31.75
22,  47.48,  18.71,  44.64,  24.47,  33.53,  25.44,  32.99,  27.77
23,  25.82,   9.08,  25.09,  13.56,  28.24,  19.16,  27.99,  22.65
24,   9.14,   3.14,   8.74,   4.51,  19.22,   9.94,  18.83,  13.08


Dynamic Range for quality levels corresponding to scene-referenced S/N
Scene-ref S/N,Quality,DR (f-stops),DR (dB)
10,High,3.37,20.3

SNR_BW (dB; RGBY), 31.8, 37.9, 34.6, 38.9,White-Black SNR (W-B density difference = 1.5), 20*log10((W-B)/(mid level noise))
Noise analysis, Grayscale patches sorted dark to light
Sequence (dark-light),1,2,3,4,5,6
Patch number,19,20,21,22,23,24
(-)Log exposure,   1.51,   1.05,   0.72,   0.44,   0.23,   0.04
R noise,  0.0111,  0.0092,  0.0076,  0.0070,  0.0066,  0.0062
G noise,  0.0052,  0.0042,  0.0038,  0.0036,  0.0035,  0.0033
B noise,  0.0072,  0.0061,  0.0055,  0.0051,  0.0049,  0.0047
Y (Luminance) noise,  0.0046,  0.0038,  0.0034,  0.0032,  0.0031,  0.0029
Y_Kelly-Keelan noise,  0.0046,  0.0038,  0.0034,  0.0032,  0.0031,  0.0029
R - Y_kk noise,  0.0092,  0.0075,  0.0063,  0.0058,  0.0055,  0.0052
B - Y_kk noise,  0.0078,  0.0064,  0.0057,  0.0053,  0.0051,  0.0049
L* noise,  0.3519,  0.4873,  0.4078,  0.3656,  0.3390,  0.3128
a* noise,  0.9731,  1.3175,  1.0857,  0.9461,  0.8656,  0.8027
b* noise,  0.8352,  1.1495,  1.0286,  0.8983,  0.8309,  0.7812
Total noise (K-K),  0.0071,  0.0058,  0.0050,  0.0047,  0.0045,  0.0043
Chroma noise (K-K),  0.0054,  0.0044,  0.0037,  0.0034,  0.0033,  0.0031
Total noise (ISO 12232),  0.0093,  0.0076,  0.0065,  0.0060,  0.0057,  0.0054
Total L*a*b* noise unwtd,  1.3298,  1.8151,  1.5501,  1.3549,  1.2468,  1.1630
Total a*b* noise unwtd,  1.2824,  1.7485,  1.4955,  1.3046,  1.1999,  1.1201

ISO 15739 SNR and Dynamic Range
ISO 15739 noise %,   0.23,   0.22,   0.29,   0.41,   0.57,   0.63,
ISO 15739 S/N,    1.45,    4.46,    7.73,   10.46,   11.74,   15.11,
ISO 15739 noise % @ 13% Lref,    0.39
ISO 15739 S/N @ 13% Lref,    9.98
ISO 15739 Dyn Rng @ density 2, 1193.75
ISO 15739 Dyn Rng total,     0.00
Dynamic Range from slope OD,    1.47
Dynamic Range from slope EV,    4.87

RGB values for reference and input patches
Patch,R ref,G ref,B ref,R input,G input,B input, Row, Column,Width px, Height px, Pixels total,, Rref/255, Gref/255, Bref/255
  1, 113.95,  80.75,  67.46,  33.40,  27.15,  16.13,1,1,583,576,335808,,  0.447,  0.317,  0.265
  2, 194.81, 147.97, 127.70,  65.16,  53.68,  39.52,1,2,584,576,336384,,  0.764,  0.580,  0.501
  3,  92.95, 122.35, 155.98,  26.42,  43.08,  48.77,1,3,584,576,336384,,  0.364,  0.480,  0.612
