Imatest,2021.1.7, Evaluation, Multicharts
File,without_filter.ARW
Run date,31-Oct-2021 15:12:29,,Build 2021-10-22
Color space,sRGB
Reference,X-Rite default old: Color space Wt Pt
Pixel offset,0

Gamma, 0.572
mean patch size pxls, 583, 583
Exposure error, -0.785,f-stops

'Densities' are -log10(normalized pixel levels) for Y R G and B channels; RGBY means in pixels (max 255). (for Dynamic Range) 
Zone,(-)Log(exp),Y-density,R-density,G-density,B-density,Y-mean, R-mean, G-mean, B-mean, WB Err Deg,WB Err Mired,WB ERR S(HSV),WB Delta-C ab,WB Delta-C 94,WB Delta-C 00
19,  0.0395,  0.4693,  0.4986,  0.4536,  0.5521,  86.5,  80.9,  89.7,  71.5,  -748,  20.0, 0.203, 10.37,  9.71,  9.32
20,  0.2294,  0.5540,  0.5883,  0.5376,  0.6294,  71.2,  65.8,  74.0,  59.9,  -606,  15.8, 0.191,  9.51,  9.25,  8.98
21,  0.4395,  0.6542,  0.6940,  0.6360,  0.7331,  56.5,  51.6,  59.0,  47.1,  -562,  14.6, 0.200,  8.46,  8.20,  8.22
22,  0.7176,  0.8097,  0.8490,  0.7906,  0.9013,  39.5,  36.1,  41.3,  32.0,  -647,  17.0, 0.225,  7.14,  7.07,  7.34
23,  1.0534,  1.0231,  1.0790,  0.9992,  1.1233,  24.2,  21.3,  25.5,  19.2,  -505,  13.0, 0.249,  5.85,  5.66,  6.24
24,  1.5074,  1.3925,  1.4724,  1.3589,  1.5507,  10.3,   8.6,  11.2,   7.2,  -588,  15.3, 0.357,  2.60,  2.55,  2.86

Color Matrix-corrected RGB and White Balance results
Zone,(-)Log(exp), ,R-density,G-density,B-density, , R-mean, G-mean, B-mean, WB Err Deg,WB Err Mired,WB ERR S(HSV),WB Delta-C ab,WB Delta-C 94,WB Delta-C 00
19,  0.0395,,  0.1054,  0.1108,  0.1152,, 200.1, 197.6, 195.6,  -196,   4.8, 0.022,  1.20,  1.17,  1.77
20,  0.2294,,  0.1475,  0.1484,  0.1492,, 181.6, 181.2, 180.9,   -32,   0.8, 0.004,  0.82,  0.81,  1.11
21,  0.4395,,  0.1972,  0.1915,  0.1960,, 162.0, 164.1, 162.4,    13,  -0.3, 0.013,  1.11,  1.09,  1.17
22,  0.7176,,  0.2674,  0.2608,  0.2735,, 137.8, 139.9, 135.8,  -136,   3.3, 0.029,  2.61,  2.58,  2.92
23,  1.0534,,  0.3769,  0.3510,  0.3731,, 107.1, 113.6, 108.0,    10,  -0.2, 0.058,  4.88,  4.72,  5.57
24,  1.5074,,  0.5633,  0.5054,  0.5692,,  69.7,  79.6,  68.8,  -198,   4.8, 0.137,  8.83,  8.55,  9.32

Noise (normalized to maximum) and f-stop noise and SNR (scene-referenced). For Dynamic Range (post-processor).
,Noise norml to 1.5 density range (B-E);,,,,Noise normalized to maximum (F-I);,,,,,f-stop noise (scene-referenced) (K-N);,,,,f-stop Signal/Noise (scene-ref) (O-R)
Zone,Y-noise,R-noise,G-noise,B-noise,Y-noise,R-noise,G-noise,B-noise,,Y-fstopN,R-fstopN,G-fstopN,B-fstopN,Y-fst_S/N,R-fst_S/N,G-fst_S/N,B-fst_S/N
19,   0.000,  0.000,  0.000,  0.000,   0.373,  0.787,  0.409,  0.620,,   0.0392,  0.0826,  0.0429,  0.0650,    25.54,   12.11,   23.31,   15.39
20,   0.000,  0.000,  0.000,  0.000,   0.387,  0.829,  0.422,  0.632,,   0.0437,  0.0936,  0.0477,  0.0714,    22.89,   10.68,   20.97,   14.01
21,   0.000,  0.000,  0.000,  0.000,   0.400,  0.860,  0.435,  0.654,,   0.0522,  0.1123,  0.0568,  0.0854,    19.14,    8.90,   17.60,   11.71
22,   0.000,  0.000,  0.000,  0.000,   0.423,  0.909,  0.461,  0.700,,   0.0679,  0.1461,  0.0741,  0.1126,    14.72,    6.84,   13.50,    8.88
23,   0.000,  0.000,  0.000,  0.000,   0.468,  1.049,  0.505,  0.778,,   0.1072,  0.2403,  0.1157,  0.1782,     9.33,    4.16,    8.64,    5.61
24,   0.000,  0.000,  0.000,  0.000,   0.535,  1.173,  0.595,  0.788,,   0.1484,  0.3257,  0.1651,  0.2188,     6.74,    3.07,    6.06,    4.57

S/N (signal/noise) and SNR(dB) (20*log10(signal/noise)) for each grayscale patch
Zone,Y-S/N,R-S/N,G-S/N,B-S/N,Y-SNR(dB),R-SNR(dB),G-SNR(dB),B-SNR(dB),Lux (patch)
19,  90.88,  40.28,  86.03,  45.26,  39.17,  32.10,  38.69,  33.11
20,  72.16,  31.12,  68.65,  37.13,  37.17,  29.86,  36.73,  31.39
21,  55.42,  23.52,  53.12,  28.27,  34.87,  27.43,  34.50,  29.03
22,  36.67,  15.57,  35.16,  17.92,  31.29,  23.85,  30.92,  25.07
23,  20.28,   7.95,  19.84,   9.68,  26.14,  18.01,  25.95,  19.72
24,   7.58,   2.87,   7.36,   3.57,  17.59,   9.16,  17.34,  11.05


Dynamic Range for quality levels corresponding to scene-referenced S/N
Scene-ref S/N,Quality,DR (f-stops),DR (dB)
10,High,3.16,19.1

SNR_BW (dB; RGBY), 30.3, 36.2, 32.6, 37.0,White-Black SNR (W-B density difference = 1.5), 20*log10((W-B)/(mid level noise))
Noise analysis, Grayscale patches sorted dark to light
Sequence (dark-light),1,2,3,4,5,6
Patch number,19,20,21,22,23,24
(-)Log exposure,   1.51,   1.05,   0.72,   0.44,   0.23,   0.04
R noise,  0.0117,  0.0105,  0.0091,  0.0086,  0.0083,  0.0079
G noise,  0.0059,  0.0050,  0.0046,  0.0044,  0.0042,  0.0041
B noise,  0.0079,  0.0078,  0.0070,  0.0065,  0.0063,  0.0062
Y (Luminance) noise,  0.0053,  0.0047,  0.0042,  0.0040,  0.0039,  0.0037
Y_Kelly-Keelan noise,  0.0053,  0.0047,  0.0042,  0.0040,  0.0039,  0.0037
R - Y_kk noise,  0.0096,  0.0084,  0.0073,  0.0069,  0.0067,  0.0064
B - Y_kk noise,  0.0082,  0.0079,  0.0070,  0.0065,  0.0063,  0.0062
L* noise,  0.3976,  0.5972,  0.5122,  0.4587,  0.4278,  0.4001
a* noise,  1.0024,  1.4628,  1.2755,  1.1353,  1.0603,  0.9853
b* noise,  0.8759,  1.3434,  1.2587,  1.1136,  1.0408,  0.9791
Total noise (K-K),  0.0078,  0.0069,  0.0061,  0.0058,  0.0056,  0.0053
Chroma noise (K-K),  0.0056,  0.0050,  0.0044,  0.0041,  0.0040,  0.0038
Total noise (ISO 12232),  0.0099,  0.0088,  0.0078,  0.0073,  0.0071,  0.0068
Total L*a*b* noise unwtd,  1.3893,  2.0739,  1.8638,  1.6552,  1.5461,  1.4455
Total a*b* noise unwtd,  1.3312,  1.9861,  1.7920,  1.5903,  1.4858,  1.3891

ISO 15739 SNR and Dynamic Range
ISO 15739 noise %,   0.28,   0.28,   0.37,   0.52,   0.69,   0.76,
ISO 15739 S/N,    1.14,    3.27,    5.57,    7.77,    9.22,   12.53,
ISO 15739 noise % @ 13% Lref,    0.49
ISO 15739 S/N @ 13% Lref,    7.32
ISO 15739 Dyn Rng @ density 2,  967.60
ISO 15739 Dyn Rng total,     0.00
Dynamic Range from slope OD,    1.47
Dynamic Range from slope EV,    4.87

RGB values for reference and input patches
Patch,R ref,G ref,B ref,R input,G input,B input, Row, Column,Width px, Height px, Pixels total,, Rref/255, Gref/255, Bref/255
  1, 113.95,  80.75,  67.46,  33.59,  26.25,  13.99,1,1,584,578,337552,,  0.447,  0.317,  0.265
  2, 194.81, 147.97, 127.70,  64.18,  51.47,  36.24,1,2,584,578,337552,,  0.764,  0.580,  0.501
  3,  92.95, 122.35, 155.98,  26.10,  40.76,  44.88,1,3,585,578,338130,,  0.364,  0.480,  0.612
  4,  90.53, 107.72,  64.48,  25.62,  36.70,  12.23,1,4,584,578,337552,,  0.355,  0.422,  0.253
  5, 129.32, 127.96, 176.25,  35.74,  42.30,  50.51,1,5,585,578,338130,,  0.507,  0.502,  0.691
  6,  97.42, 190.91, 170.74,  31.68,  65.51,  50.01,1,6,585,578,338130,,  0.382,  0.749,  0.670
  7, 221.00, 122.65,  47.66,  72.71,  44.51,   3.26,2,1,584,578,337552,,  0.867,  0.481,  0.187
  8,  70.66,  90.80, 170.25,  12.31,  28.22,  49.56,2,2,585,578,338130,,  0.277,  0.356,  0.668
  9, 193.35,  82.08,  97.31,  63.72,  28.76,  24.92,2,3,584,578,337552,,  0.758,  0.322,  0.382
 10,  92.06,  57.43, 106.43,  21.97,  17.23,  26.82,2,4,584,578,337552,,  0.361,  0.225,  0.417
 11, 160.31, 189.16,  61.80,  52.89,  69.87,   7.84,2,5,585,578,338130,,  0.629,  0.742,  0.242
 12, 228.31, 160.61,  41.36,  74.39,  60.10,   0.59,2,6,584,578,337552,,  0.895,  0.630,  0.162
 13,  39.51,  62.85, 146.96,   3.33,  16.25,  40.82,3,1,584,578,337552,,  0.155,  0.246,  0.576
 14,  70.73, 149.82,  72.58,  22.49,  52.08,  16.23,3,2,584,578,337552,,  0.277,  0.588,  0.285
 15, 173.58,  50.69,  56.98,  54.00,  19.36,  11.82,3,3,584,578,337552,,  0.681,  0.199,  0.223
 16, 236.55, 198.15,  19.57,  80.84,  77.25,   0.05,3,4,584,578,337552,,  0.928,  0.777,  0.077
 17, 188.08,  83.87, 151.45,  58.38,  28.47,  42.69,3,5,585,578,338130,,  0.738,  0.329,  0.594
 18,   0.00, 137.76, 168.32,   1.62,  42.66,  49.50,3,6,584,578,337552,,  0.000,  0.540,  0.660
 19, 244.79, 245.32, 242.37,  80.89,  89.74,  71.53,4,1,585,578,338130,,  0.960,  0.962,  0.950
 20, 200.43, 202.24, 202.28,  65.81,  73.95,  59.86,4,2,584,578,337552,,  0.786,  0.793,  0.793
 21, 160.85, 162.84, 163.19,  51.59,  58.95,  47.15,4,3,584,578,337552,,  0.631,  0.639,  0.640
